Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
What'S The Pitch?,"""Let your fingers do the walking""",the Yellow Pages,Pat Allen,False,False,$400,False,19,Show #2251,"Monday, May 23, 1994",Jeopardy! Round
The Bible,The single longest of Paul's epistles is addressed to these people,the Romans,Larry Shackley,False,False,$500,False,13,Show #2251,"Monday, May 23, 1994",Jeopardy! Round
Hints From Heloise,You can do this to many wrinkled fabrics over a hot light bulb,iron them,Pat Allen,False,False,$500,False,6,Show #2251,"Monday, May 23, 1994",Jeopardy! Round
Nature,The Douglas fir is not a true fir; it belongs to this evergreen family,the pine,Gregg Gendiellee,False,False,$500,False,15,Show #2251,"Monday, May 23, 1994",Jeopardy! Round
Minnesotans,"in 1977 he was voted deputy president pro tem of the U.S. Senate, a position created for him",(Hubert H.) Humphrey,Pat Allen,False,False,"$1,000",True,25,Show #2251,"Monday, May 23, 1994",Jeopardy! Round
Sports,Bill Walton of this school was the outstanding player of the NCAA basketball tournament in 1972 & 1973,UCLA,Pat Allen,False,False,$500,False,30,Show #2251,"Monday, May 23, 1994",Jeopardy! Round
What'S The Pitch?,"""Because time goes by""",Kodak,,True,False,$500,False,20,Show #2251,"Monday, May 23, 1994",Jeopardy! Round
British History,The Normans built many of these with mottes & baileys around the country,castles,Larry Shackley,False,False,$200,False,3,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
'50S Film Facts,"This ""fair lady""s radiant performance in ""The Nun's Story"" earned her a 1959 Oscar nomination",Audrey Hepburn,Gregg Gendiellee,False,False,$200,False,8,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
The Armed Forces,"This branch's memorial in Arlington, Va. depicts the flag raising on Iwo Jima",the Marine Corps,Pat Allen,False,False,$200,False,1,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
U.S. Geography,"Alabama's general coastline, only 53 miles, is along this gulf",the Gulf of Mexico,Larry Shackley,False,False,$200,False,2,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Fashion,"High rise, harem & hip-hugger are 3 types of these",pants,Larry Shackley,False,False,$200,False,26,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Through The Looking-Glass,Many scholars believe that the white knight is a caricature of this author of the book,Lewis Carroll,Larry Shackley,False,False,$200,False,17,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
British History,This new form of football was invented in 1823 when a boy carried the ball instead of kicking it,rugby football,Larry Shackley,False,False,$400,False,4,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
'50S Film Facts,"In 1956 he made his movie debut in a Civil War film called ""Love Me Tender""",Elvis Presley,Larry Shackley,False,False,$400,False,9,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
The Armed Forces,In 1952 the U.S. Army formed the special forces group later nicknamed this,the Green Berets,Gregg Gendiellee,False,False,$400,False,22,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
U.S. Geography,"Cities on this river include Aliquippa, Pennsylvania & Louisville, Kentucky",the Ohio River,,False,False,"$1,300",True,13,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Fashion,"To evaluate these gems, run them across your teeth; the real ones are rough",pearls,Pat Allen,False,False,$400,False,27,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Through The Looking-Glass,This Wonderland tea party pair reappears under the new names Hatta & Haigha,the Mad Hatter & the March Hare,Larry Shackley,False,False,$400,False,18,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
British History,"Henry II referred to him as a ""turbulent priest""",Becket,Larry Shackley,False,False,$600,False,5,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
'50S Film Facts,"Poetic pair played by Jennifer Jones & Bill Travers in 1957's ""The Barretts of Wimpole Street""",the Brownings,Larry Shackley,False,False,$600,False,10,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
The Armed Forces,"The U.S. has built over 50 of the F-117A planes with this ""sneaky"" nickname",stealth,Pat Allen,False,False,$600,False,23,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
U.S. Geography,The Los Angeles aqueduct crosses the western part of this desert,the Mojave,Larry Shackley,False,False,$600,False,14,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Fashion,"This clothing chain ""fell into"" a 1988 Woolmark award from the Men's Fashion Assoc. of America",the Gap,Larry Shackley,False,False,$600,False,28,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Through The Looking-Glass,"These brothers are enantiomorphs, or mirror-image forms of each other -- nowhow! Contrariwise",Tweedle-Dee & Tweedle-Dum,Larry Shackley,False,False,$600,False,19,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
British History,"The ""rump"" parliament wanted him to be the last king England would ever name",Charles I,Larry Shackley,False,False,"$1,000",True,6,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
'50S Film Facts,"His children Michael, Josephine & Geraldine played street urchins in his 1952 film ""Limelight""",(Charlie) Chaplin,Larry Shackley,False,False,$800,False,11,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
The Armed Forces,During World War II Oveta Culp Hobby was director of this new force,the Women\'s Army Corps,Gregg Gendiellee,False,False,$800,False,24,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
U.S. Geography,Georgia's highest point is Brasstown Bald Mountain in this range of the Appalachians,the Blue Ridge Mountains,,True,False,$800,False,15,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Fashion,In 1958 he designed the trapeze dress for the house of Dior,Yves Saint-Laurent,Larry Shackley,False,False,$800,False,29,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Through The Looking-Glass,"This ovoid character tells Alice, ""My name means the shape I am -- and a good handsome shape it is, too""",Humpty Dumpty,Larry Shackley,False,False,$800,False,20,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
British History,This became a royal palace after Henry VIII confiscated it from Cardinal Wolsey,Hampton Court,Larry Shackley,False,False,$1000,False,7,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
'50S Film Facts,Dean Stockwell was a teenager when he played the title lad in the 1950 film of this Kipling classic,Kim,Larry Shackley,False,False,$1000,False,12,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
The Armed Forces,"Until rear-admiral was created in 1862, this was the highest non-honorary U.S. Navy rank",captain,,True,False,$1000,False,25,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
U.S. Geography,"This twin city of Urbana, Illinois was once called West Urbana",Champaign,Larry Shackley,False,False,$1000,False,16,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Fashion,"""Bouncy"" term for the wide ruffle attached to a skirt",a flounce,Gregg Gendiellee,False,False,$1000,False,30,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Through The Looking-Glass,Tenniel's illustrations of the unicorn & the man in white paper represent this Victorian prime minister,Disraeli,Gregg Gendiellee,False,False,$1000,False,21,Show #2251,"Monday, May 23, 1994",Double Jeopardy! Round
Zoology,"The filmy dome & bowl-and-doily types of these arachnids weave flat, sheet-like webs",spiders,Diane Dowden,False,False,$100,False,26,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Really Old Songs,"George M. Cohan's original title for this song was ""You're a Grand Old Rag""; he didn't mean it as an insult","""You\'re a Grand Old Flag""",Penny Evans,False,False,$100,False,13,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Footwear,The sandal-style shoe sold by this five & dime store is in the Metropolitan Museum of Art's Costume Institute,Woolworth\'s,Joe Clonick,False,False,$100,False,6,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
The 20Th Century,"In 1955 this Anaheim attraction opened to become ""The Happiest Place on Earth""",Disneyland,Joe Clonick,False,False,$100,False,8,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Chairmen Of The Board,"Its current chairman is Robert J. Eaton, who succeeded Lee Iacocca",Chrysler,Joe Clonick,False,False,$100,False,17,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Hodgepodge,"Sierra, the magazine of the Sierra Club, is published in this City by the Bay",San Francisco,Joe Clonick,False,False,$100,False,1,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Zoology,"The bellies of most snakes are covered with scutes, large types of these",scales,Joe Clonick,False,False,$200,False,27,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Really Old Songs,"In really old song titles, this adjective describes Leilani, Rosie O'Grady & Georgia Brown",Sweet,Joe Clonick,False,False,$200,False,22,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Footwear,"This girl in the Buster Brown comic strip has a shoe named for her, too",Mary Jane,,True,False,$200,False,7,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
The 20Th Century,In 1945 a former Du Pont chemist invented these airtight containers typically sold at parties,Tupperware,Joe Clonick,False,False,$200,False,9,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Chairmen Of The Board,"Thomas Watson, Jr., once this computer co.'s chairman, also served as a U.S. ambassador to the U.S.S.R.",IBM,Joe Clonick,False,False,$200,False,18,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Hodgepodge,"This porcine Muppet advises, ""Never eat anything at one sitting that you can't lift""",Miss Piggy,Joe Clonick,False,False,$200,False,2,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Zoology,"Like salamanders, caecilians belong to this class of animals",amphibians,Penny Evans,False,False,$300,False,28,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Really Old Songs,"William Frawley introduced the song ""My Mammy"" in Vaudeville but its most associated with this entertainer",Al Jolson,Diane Dowden,False,False,$300,False,23,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Footwear,"""Gee"", this Italian leather house has been selling its famous loafer in the U.S. since the early '50s",Gucci,Joe Clonick,False,False,$300,False,14,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
The 20Th Century,"On Dec. 5, 1933 at 5:32 p.m., drinkers toasted the end of this",Prohibition,Joe Clonick,False,False,$300,False,10,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Chairmen Of The Board,"After being relieved of command in 1951, he became chairman of the board at Remington Rand",(General Douglas) MacArthur,Joe Clonick,False,False,$300,False,19,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Hodgepodge,It's the last month of the year that has only 30 days,November,Penny Evans,False,False,$300,False,3,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Zoology,"The vinegar eel isn't a fish but a nematode, one of these invertebrates",worm,,False,False,"$1,000",True,29,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Really Old Songs,"According to the title by James Blake, it's where ""me and Mamie O'Rorke tripped the light fantastic""","""The Sidewalks of New York""",Diane Dowden,False,False,$400,False,24,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Footwear,This model from G.H. Bass & Co. was based on a Norwegian-type moccasin,Weejuns,Penny Evans,False,False,$400,False,15,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
The 20Th Century,"In late 1990 34 European & North American nations signed the Charter of Paris, officially ending this ""War""",Cold War,,True,False,$400,False,11,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Chairmen Of The Board,In 1982 he retired as chairman of Polaroid's board,(Edwin) Land,Joe Clonick,False,False,$400,False,20,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Hodgepodge,"One of Alabama's nicknames, the ""Yellowhammer State"", refers to a color on uniforms worn during this war",Civil War,Penny Evans,False,False,$400,False,4,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Zoology,"The steenbok, this kind of animal, sometimes seeks refuge in an abandoned aardvark burrow",(dwarf) antelope,Penny Evans,False,False,$500,False,30,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Really Old Songs,"He not only wrote ""Alexander's Ragtime Band"", he co-wrote ""Alexander's Bag-Pipe Band""",(Irving) Berlin,Joe Clonick,False,False,$500,False,25,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Footwear,"Styles of this shoe include  Balmoral, saddle & wing-tip",Oxford,,True,False,$500,False,16,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
The 20Th Century,"On Feb. 11, 1975 this person succeeded Edward Heath as leader of Britain's Conservatives",Margaret Thatcher,Diane Dowden,False,False,$500,False,12,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Chairmen Of The Board,In 1903 he became chairman of  U.S. Steel; 3 years later an Indiana city was named for him,(Elbert) Gary,Joe Clonick,False,False,$500,False,21,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Hodgepodge,There's an outstanding portrait gallery inside Gripsholm Castle in this Scandinavian country,Sweden,Penny Evans,False,False,$500,False,5,Show #2286,"Monday, July 11, 1994",Jeopardy! Round
Ancient History,"Ostia stood at the mouth of this river, about 15 miles from Rome",Tiber,Diane Dowden,False,False,$200,False,6,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
State Flags & Symbols,"This heavenly symbol is on more than 15 of the 50 flags, including those of Alaska & Tennessee",stars,Penny Evans,False,False,$200,False,12,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Religion,The awaited descendant of Muhammad who will restore purity to this religion is called the Mahdi,Islam,Penny Evans,False,False,$200,False,11,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
The Olympics,This Jamaican team plans to be in the cool running for the gold in 1998,bobsled,Joe Clonick,False,False,$200,False,26,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Titles,"Some southern states bestow this honorary title on prominent people, such as Harland Sanders",colonel,Penny Evans,False,False,$200,False,21,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Authors,"Longfellow's sonnet about this author of ""The Canterbury Tales"" calls him ""The Poet of the Dawn""",Chaucer,Penny Evans,False,False,$200,False,1,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Ancient History,This founder of The Academy was ill at the time of Socrates' execution & was not present,Plato,Diane Dowden,False,False,$400,False,7,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
State Flags & Symbols,"Its state reptile is the mountain boomer lizard, not the Sooner lizard",Oklahoma,Joe Clonick,False,False,$400,False,13,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Religion,"His ""Analects"" does not mention the concept of yin & yang; the ""I Ching"" does",Confucius,Penny Evans,False,False,$400,False,17,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
The Olympics,Event held in a pool that has solo & duet competition,synchronized swimming,,True,False,$400,False,27,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Titles,"When Wilhelm I of Prussia became emperor of all of Germany in 1871, he took this title",kaiser,Diane Dowden,False,False,$400,False,22,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Authors,"Originally, she published her novel ""Wuthering Heights"" under the masculine pen name Ellis Bell",Emily Brontë,Joe Clonick,False,False,$400,False,2,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Ancient History,This city on the Euphrates became important during the reign of its Amorite King Hammurabi,Babylon,Penny Evans,False,False,$600,False,8,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
State Flags & Symbols,Its state boat is the Nautilus even though it's the Constitution State,Connecticut,Penny Evans,False,False,$600,False,14,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Religion,King Asoka's son Mahinda helped establish this as Sri Lanka's state religion,Buddhism,Joe Clonick,False,False,$600,False,18,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
The Olympics,"In 1994, with a world-record time, he speed-skated to the gold in the 1,000 meters",(Dan) Jansen,Diane Dowden,False,False,$600,False,28,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Titles,"Used in eastern Africa as a form of address, this Swahili word comes from Arabic for ""our father""",bwana,,True,False,$600,False,23,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Authors,"He based the character of Buck Mulligan in ""Ulysses"" on Irish poet Oliver St. John Gogarty",James Joyce,Joe Clonick,False,False,$600,False,3,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Ancient History,"Roman emperor Claudius wrote a history, now lost, of this pre-Roman people of Central Italy",Etruscans,Diane Dowden,False,False,$800,False,9,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
State Flags & Symbols,This New England state's bird & tree both have red in their names,Rhode Island,,True,False,$800,False,15,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Religion,Cargo cults reached their peak in the '30s & '40s in Melanesia & on this 2nd-largest island in the world,New Guinea,Diane Dowden,False,False,$800,False,19,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
The Olympics,Competitors in the 1968 Summer Games held in this city were affected by the altitude,Mexico City,,True,False,$800,False,29,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Titles,"This highest title in British peerage comes from a Latin word for ""leader""",duke,,False,False,"$2,000",True,24,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Authors,"Sadly, this author of ""The Age of Innocence"" never finished her last novel, ""The Buccaneers""",Edith Wharton,Joe Clonick,False,False,$800,False,4,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Ancient History,"This city was the capital of Egypt's Old Kingdom & later, the seat of the Persian governors",Memphis,Joe Clonick,False,False,$1000,False,10,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
State Flags & Symbols,Its state coat of arms features a king on the left & a goddess of liberty on the right,Hawaii,,False,False,"$2,000",True,16,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Religion,"In the face of persecution, the Marranos, Jews of this country, outwardly adopted Christianity",Spain,Joe Clonick,False,False,$1000,False,20,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Titles,In 1797 Napoleon abolished this office that had ruled Venice for 1100 years,doge,Joe Clonick,False,False,$1000,False,25,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Authors,"This creator of Emma Bovary has been called ""The Recluse of Croisset"", but he was actually quite sociable",(Gustave) Flaubert,Penny Evans,False,False,$1000,False,5,Show #2286,"Monday, July 11, 1994",Double Jeopardy! Round
Poets,"It was convenient that Edmund Spenser died in London, because he was buried in Poets' Corner here",Westminster Abbey,George O'Neal,False,False,$100,False,7,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Sports Nicknames,"""The Great Mick""",Mickey Mantle,Darrell Noe,False,False,$100,False,1,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Museums,"This ""Bluegrass State"" has an International Museum of the Horse in Lexington",Kentucky,Frances Taliaferro,False,False,$100,False,6,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Languages,About half of all English words are derived from this classical language,Latin,Frances Taliaferro,False,False,$100,False,23,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Women'S Groups,"It's the group of wives, mistresses & female servants of a Turkish sultan, or their residence",the harem,Darrell Noe,False,False,$100,False,26,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Cliches,"Dealing with the task at hand is ""getting down to brass"" ones of these",tacks,Frances Taliaferro,False,False,$100,False,16,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Poets,"Collier's' Ency. claims this author of ""The Bells"" was ""a great swimmer"" & ""did not write while drunk""",Edgar Allan Poe,George O'Neal,False,False,$200,False,8,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Sports Nicknames,"""The Shoe""",Willie Shoemaker,Darrell Noe,False,False,$200,False,2,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Museums,The Museum of Dolls in this Riviera principality has a collection of early mechanical dolls,Monaco,Frances Taliaferro,False,False,$200,False,14,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Languages,The standard literary form of this language is the dialect of Florence,Italian,Darrell Noe,False,False,$200,False,24,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Women'S Groups,"MADD stands for ""Mothers Against"" this",Drunk Driving,Darrell Noe,False,False,$200,False,27,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Cliches,"A person with a failing or weakness is said to have ""feet of"" this material",clay,Darrell Noe,False,False,$200,False,17,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Poets,"He wrote the poem ""Chicago Poet"" for ""Cornhuskers"", his 1918 collection",Carl Sandburg,George O'Neal,False,False,$300,False,10,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Sports Nicknames,"""The Rock of Notre Dame""",Knute Rockne,George O'Neal,False,False,$300,False,3,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Museums,This European city's Musee d'Orsay is a converted railway station built in 1900,Paris,George O'Neal,False,False,$300,False,15,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Languages,"This country's official language evolved from Pasar Malay, a dialect spoken on its island of Sumatra",Indonesia,George O'Neal,False,False,$300,False,25,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Women'S Groups,The first of these was founded in 1851 at Wesleyan Female College,a sorority,George O'Neal,False,False,$300,False,28,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Cliches,"Referring to ancient athletic prizes, to be content with one's success is ""to rest on"" these",your laurels,George O'Neal,False,False,$300,False,18,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Poets,"""Heroic Stanzas"" was John Dryden's memorial to this Lord Protector of England",Oliver Cromwell,Darrell Noe,False,False,$400,False,12,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Sports Nicknames,"""The Brown Bomber""",Joe Louis,Darrell Noe,False,False,$400,False,4,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Museums,"Founded in 1773, this South Carolina port's museum is the nation's oldest",Charleston,George O'Neal,False,False,$400,False,21,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Languages,"Although there is a Ryukyu language, most Ryukyuans speak this language",Japanese,Frances Taliaferro,False,False,$400,False,9,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Women'S Groups,Members of this group founded in 1890 are direct descendants of people who helped free the colonies,the D.A.R. (Daughters of the American Revolution),Darrell Noe,False,False,$400,False,29,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Cliches,"It's plain to see that ""nuda veritas"" is Latin for this cliche",naked truth,Frances Taliaferro,False,False,$400,False,19,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Poets,"This lord's mistress Teresa Guiccioli published a book about him in 1868, 44 years after his death",(Lord) Byron,Frances Taliaferro,False,False,$500,False,13,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Sports Nicknames,"""Papa Bear""",George Halas,Darrell Noe,False,False,$500,False,5,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Museums,Capital in which you'd find the Newfoundland & Labrador Museum of Transportation,St. John\'s,Darrell Noe,False,False,$500,False,22,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Languages,It's the official language of Suriname,Dutch,Frances Taliaferro,False,False,$500,False,11,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Women'S Groups,The name of this organization for Jewish women is from the Hebrew name of Queen Esther,Hadassah,Frances Taliaferro,False,False,$500,False,30,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Cliches,This expression meaning away from turmoil became popular after Thomas Hardy used it as a book title,Far from the Madding Crowd,Frances Taliaferro,False,False,"$1,000",True,20,Show #2287,"Tuesday, July 12, 1994",Jeopardy! Round
Artists,Christopher Durham makes hand-painted music boxes from the eggs of these largest living birds,ostriches,George O'Neal,False,False,$200,False,12,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Economics,The discount rate is the rate of this the Fed charges commercial banks,interest,Darrell Noe,False,False,$200,False,20,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Films Of The '50S,Charlton Heston's son Fraser played the infant Moses in this 1956 epic,The Ten Commandments,Frances Taliaferro,False,False,$200,False,11,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
19Th Century America,"In 1822 a 280-mile section of this canal opened between Rochester & Albany, New York",the Erie Canal,Darrell Noe,False,False,$200,False,29,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
The Arctic,This term can refer to the vegetation lying beyond the timberline or the area itself,a tundra,George O'Neal,False,False,$200,False,7,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Cooking,This hodgepodge of potatoes & corned beef is cooked in a skillet until crusty,hash,Frances Taliaferro,False,False,$200,False,1,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Artists,"His baseball painting ""The Dugout"" adorned the Sept. 4, 1948 cover of the Saturday Evening Post",Norman Rockwell,George O'Neal,False,False,$400,False,17,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Economics,In a closed shop membership in one of these is a condition of employment,a union,George O'Neal,False,False,$400,False,21,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Films Of The '50S,This Jimmy Stewart movie was based on Charles Lindbergh's autobiography of the same title,The Spirit of St. Louis,Darrell Noe,False,False,$400,False,10,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
19Th Century America,This hero of the Battle of New Orleans served as provisional governor of Florida in 1821,(Andrew) Jackson,Darrell Noe,False,False,$400,False,25,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
The Arctic,"Some once thought that this Arctic rodent migrated to find its ancient home, Atlantis",the lemming,Darrell Noe,False,False,$400,False,27,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Cooking,Don't try to make this foam of beaten egg whites & sugar on a humid day,meringue,George O'Neal,False,False,$400,False,2,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Artists,He painted that famous portrait of his mother in London in 1872,Whistler,Darrell Noe,False,False,$600,False,18,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Economics,These are taxes imposed on imports or exports,tariffs,Darrell Noe,False,False,$600,False,13,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Films Of The '50S,Gina Lollobrigida played the gypsy girl Esmeralda in a 1957 color version of this film,The Hunchback of Notre Dame,Darrell Noe,False,False,$600,False,9,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
19Th Century America,"This man who died in Philadelphia July 6, 1835 had been Chief Justice since 1801",(John) Marshall,Frances Taliaferro,False,False,$600,False,22,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
The Arctic,This Arctic whale's larger tooth grows forward up to 9' from the left side of its head,the narwhal (the narwhale),,True,False,$600,False,28,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Cooking,"This term means to decorate food with an edible condiment, like parsley",garnish,Darrell Noe,False,False,$600,False,4,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Artists,"Encyclopaedia Britannica calls this diminutive Frenchman ""The Documenter of Montmartre""",Toulouse-Lautrec,Darrell Noe,False,False,$800,False,16,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Economics,"Measuring the change in the cost of goods & services purchased by a household, CPI stands for this",consumer price index,Darrell Noe,False,False,$800,False,14,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Films Of The '50S,"Daniel Mann directed her to an Oscar in 1952's ""Come Back, Little Sheba""",Shirley Booth,George O'Neal,False,False,$800,False,8,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
19Th Century America,He didn't take the oath of office as president until 2 days after William Henry Harrison's death,(John) Tyler,Frances Taliaferro,False,False,"$2,000",True,23,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
The Arctic,Cape Columbia on Ellesmere Island is this country's northernmost point,Canada,Darrell Noe,False,False,$600,True,26,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Cooking,"Layer slices of potato with a creamy sauce in a casserole, top with bread crumbs & bake to make this",potatoes au gratin (scalloped potatoes),Darrell Noe,False,False,$800,False,5,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
